League;Date;Get;Pay;Value;Confidence
Delve;2018-09-18;Orb of Augmentation;Chaos Orb;0.05556;High
Delve;2018-09-19;Orb of Augmentation;Chaos Orb;0.05668;High
Delve;2018-09-20;Orb of Augmentation;Chaos Orb;0.05897;High
Delve;2018-09-21;Orb of Augmentation;Chaos Orb;0.0575;High
Delve;2018-09-22;Orb of Augmentation;Chaos Orb;0.05556;High
Delve;2018-09-23;Orb of Augmentation;Chaos Orb;0.05579;High
Delve;2018-09-24;Orb of Augmentation;Chaos Orb;0.05556;High
Delve;2018-09-25;Orb of Augmentation;Chaos Orb;0.05556;High
Delve;2018-09-26;Orb of Augmentation;Chaos Orb;0.05556;High
Delve;2018-09-27;Orb of Augmentation;Chaos Orb;0.05556;High
Delve;2018-09-28;Orb of Augmentation;Chaos Orb;0.05556;High
Delve;2018-09-29;Orb of Augmentation;Chaos Orb;0.05556;High
Delve;2018-09-30;Orb of Augmentation;Chaos Orb;0.05556;High
Delve;2018-10-01;Orb of Augmentation;Chaos Orb;0.05556;High
Delve;2018-10-02;Orb of Augmentation;Chaos Orb;0.05556;High
Delve;2018-10-03;Orb of Augmentation;Chaos Orb;0.05556;High
Delve;2018-10-04;Orb of Augmentation;Chaos Orb;0.05556;High
Delve;2018-10-05;Orb of Augmentation;Chaos Orb;0.05706;High
Delve;2018-10-06;Orb of Augmentation;Chaos Orb;0.05725;High
Delve;2018-10-07;Orb of Augmentation;Chaos Orb;0.05559;High
Delve;2018-10-08;Orb of Augmentation;Chaos Orb;0.05556;High
Delve;2018-10-09;Orb of Augmentation;Chaos Orb;0.05556;High
Delve;2018-10-10;Orb of Augmentation;Chaos Orb;0.05556;High
Delve;2018-10-11;Orb of Augmentation;Chaos Orb;0.05556;High
Delve;2018-10-12;Orb of Augmentation;Chaos Orb;0.05599;High
Delve;2018-10-13;Orb of Augmentation;Chaos Orb;0.05556;High
Delve;2018-10-14;Orb of Augmentation;Chaos Orb;0.05556;High
Delve;2018-10-15;Orb of Augmentation;Chaos Orb;0.05556;High
Delve;2018-10-16;Orb of Augmentation;Chaos Orb;0.05556;High
Delve;2018-10-17;Orb of Augmentation;Chaos Orb;0.05762;High
Delve;2018-10-18;Orb of Augmentation;Chaos Orb;0.05556;High
Delve;2018-10-19;Orb of Augmentation;Chaos Orb;0.05556;High
Delve;2018-10-20;Orb of Augmentation;Chaos Orb;0.05556;High
Delve;2018-10-21;Orb of Augmentation;Chaos Orb;0.05856;High
Delve;2018-10-22;Orb of Augmentation;Chaos Orb;0.05933;High
Delve;2018-10-23;Orb of Augmentation;Chaos Orb;0.06613;High
Delve;2018-10-24;Orb of Augmentation;Chaos Orb;0.0665;High
Delve;2018-10-25;Orb of Augmentation;Chaos Orb;0.06165;High
Delve;2018-10-26;Orb of Augmentation;Chaos Orb;0.05882;High
Delve;2018-10-27;Orb of Augmentation;Chaos Orb;0.05693;High
Delve;2018-10-28;Orb of Augmentation;Chaos Orb;0.05589;High
Delve;2018-10-29;Orb of Augmentation;Chaos Orb;0.05615;High
Delve;2018-10-30;Orb of Augmentation;Chaos Orb;0.05652;High
Delve;2018-10-31;Orb of Augmentation;Chaos Orb;0.05673;High
Delve;2018-11-01;Orb of Augmentation;Chaos Orb;0.05714;High
Delve;2018-11-02;Orb of Augmentation;Chaos Orb;0.05714;High
Delve;2018-11-03;Orb of Augmentation;Chaos Orb;0.05805;High
Delve;2018-11-04;Orb of Augmentation;Chaos Orb;0.05867;High
Delve;2018-11-05;Orb of Augmentation;Chaos Orb;0.05556;High
Delve;2018-11-06;Orb of Augmentation;Chaos Orb;0.05556;High
Delve;2018-11-07;Orb of Augmentation;Chaos Orb;0.05536;High
Delve;2018-11-08;Orb of Augmentation;Chaos Orb;0.0551;High
Delve;2018-11-09;Orb of Augmentation;Chaos Orb;0.05414;High
Delve;2018-11-10;Orb of Augmentation;Chaos Orb;0.053;High
Delve;2018-11-11;Orb of Augmentation;Chaos Orb;0.05263;High
Delve;2018-11-12;Orb of Augmentation;Chaos Orb;0.05326;High
Delve;2018-11-13;Orb of Augmentation;Chaos Orb;0.05468;High
Delve;2018-11-14;Orb of Augmentation;Chaos Orb;0.05556;High
Delve;2018-11-15;Orb of Augmentation;Chaos Orb;0.05427;High
Delve;2018-11-16;Orb of Augmentation;Chaos Orb;0.05522;High
Delve;2018-11-17;Orb of Augmentation;Chaos Orb;0.05;High
Delve;2018-11-18;Orb of Augmentation;Chaos Orb;0.05;High
Delve;2018-11-19;Orb of Augmentation;Chaos Orb;0.04998;High
Delve;2018-11-20;Orb of Augmentation;Chaos Orb;0.05;High
Delve;2018-11-21;Orb of Augmentation;Chaos Orb;0.05;High
Delve;2018-11-22;Orb of Augmentation;Chaos Orb;0.05;High
Delve;2018-11-23;Orb of Augmentation;Chaos Orb;0.05279;High
Delve;2018-11-24;Orb of Augmentation;Chaos Orb;0.05;High
Delve;2018-11-25;Orb of Augmentation;Chaos Orb;0.04953;High
Delve;2018-11-26;Orb of Augmentation;Chaos Orb;0.04831;High
Delve;2018-11-27;Orb of Augmentation;Chaos Orb;0.04861;High
Delve;2018-11-28;Orb of Augmentation;Chaos Orb;0.05;High
Delve;2018-11-29;Orb of Augmentation;Chaos Orb;0.05308;High
Delve;2018-11-30;Orb of Augmentation;Chaos Orb;0.04762;High
Delve;2018-12-01;Orb of Augmentation;Chaos Orb;0.04829;High
Delve;2018-12-02;Orb of Augmentation;Chaos Orb;0.04773;High
Delve;2018-12-03;Orb of Augmentation;Chaos Orb;0.04762;High
Delve;2018-08-31;Gemcutter's Prism;Chaos Orb;1;High
Delve;2018-09-01;Gemcutter's Prism;Chaos Orb;0.66667;High
Delve;2018-09-02;Gemcutter's Prism;Chaos Orb;0.5;High
Delve;2018-09-03;Gemcutter's Prism;Chaos Orb;0.76923;High
Delve;2018-09-04;Gemcutter's Prism;Chaos Orb;0.83333;High
Delve;2018-09-05;Gemcutter's Prism;Chaos Orb;0.8378;High
Delve;2018-09-06;Gemcutter's Prism;Chaos Orb;0.99236;High
Delve;2018-09-07;Gemcutter's Prism;Chaos Orb;1;High
Delve;2018-09-08;Gemcutter's Prism;Chaos Orb;1;High
Delve;2018-09-09;Gemcutter's Prism;Chaos Orb;1;High
Delve;2018-09-10;Gemcutter's Prism;Chaos Orb;1;High
Delve;2018-09-11;Gemcutter's Prism;Chaos Orb;1;High
Delve;2018-09-12;Gemcutter's Prism;Chaos Orb;1.05;High
Delve;2018-09-13;Gemcutter's Prism;Chaos Orb;1.05265;High
Delve;2018-09-14;Gemcutter's Prism;Chaos Orb;1.13747;High
Delve;2018-09-15;Gemcutter's Prism;Chaos Orb;1.10024;High
Delve;2018-09-16;Gemcutter's Prism;Chaos Orb;1.08053;High
Delve;2018-09-17;Gemcutter's Prism;Chaos Orb;1;High
Delve;2018-09-18;Gemcutter's Prism;Chaos Orb;1;High
Delve;2018-09-19;Gemcutter's Prism;Chaos Orb;0.975;High
Delve;2018-09-20;Gemcutter's Prism;Chaos Orb;0.9;High
Delve;2018-09-21;Gemcutter's Prism;Chaos Orb;0.88898;High
Delve;2018-09-22;Gemcutter's Prism;Chaos Orb;0.86957;High
Delve;2018-09-23;Gemcutter's Prism;Chaos Orb;0.83333;High
Delve;2018-09-24;Gemcutter's Prism;Chaos Orb;0.83333;High
Delve;2018-09-25;Gemcutter's Prism;Chaos Orb;0.83333;High
Delve;2018-09-26;Gemcutter's Prism;Chaos Orb;0.81836;High
Delve;2018-09-27;Gemcutter's Prism;Chaos Orb;0.83333;High
Delve;2018-09-28;Gemcutter's Prism;Chaos Orb;0.83333;High
Delve;2018-09-29;Gemcutter's Prism;Chaos Orb;0.83333;High
Delve;2018-09-30;Gemcutter's Prism;Chaos Orb;0.88408;High
Delve;2018-10-01;Gemcutter's Prism;Chaos Orb;0.87267;High
Delve;2018-10-02;Gemcutter's Prism;Chaos Orb;0.90387;High
Delve;2018-10-03;Gemcutter's Prism;Chaos Orb;0.90301;High
Delve;2018-10-04;Gemcutter's Prism;Chaos Orb;0.90909;High
Delve;2018-10-05;Gemcutter's Prism;Chaos Orb;0.90909;High
Delve;2018-10-06;Gemcutter's Prism;Chaos Orb;0.975;High
Delve;2018-10-07;Gemcutter's Prism;Chaos Orb;0.97558;High
Delve;2018-10-08;Gemcutter's Prism;Chaos Orb;1;High
Delve;2018-10-09;Gemcutter's Prism;Chaos Orb;1;High
Delve;2018-10-10;Gemcutter's Prism;Chaos Orb;1;High
Delve;2018-10-11;Gemcutter's Prism;Chaos Orb;1;High
Delve;2018-10-12;Gemcutter's Prism;Chaos Orb;1;High
Delve;2018-10-13;Gemcutter's Prism;Chaos Orb;0.99;High
Delve;2018-10-14;Gemcutter's Prism;Chaos Orb;0.9899;High
Delve;2018-10-15;Gemcutter's Prism;Chaos Orb;0.9815;High
Delve;2018-10-16;Gemcutter's Prism;Chaos Orb;0.97272;High
Delve;2018-10-17;Gemcutter's Prism;Chaos Orb;0.96972;High
Delve;2018-10-18;Gemcutter's Prism;Chaos Orb;0.95238;High
Delve;2018-10-19;Gemcutter's Prism;Chaos Orb;0.95653;High
Delve;2018-10-20;Gemcutter's Prism;Chaos Orb;0.95238;High
Delve;2018-10-21;Gemcutter's Prism;Chaos Orb;0.95238;High
Delve;2018-10-22;Gemcutter's Prism;Chaos Orb;0.95238;High
Delve;2018-10-23;Gemcutter's Prism;Chaos Orb;0.94978;High
Delve;2018-10-24;Gemcutter's Prism;Chaos Orb;0.95;High
Delve;2018-10-25;Gemcutter's Prism;Chaos Orb;0.95555;High
Delve;2018-10-26;Gemcutter's Prism;Chaos Orb;0.97561;High
Delve;2018-10-27;Gemcutter's Prism;Chaos Orb;0.98;High
Delve;2018-10-28;Gemcutter's Prism;Chaos Orb;1;High
Delve;2018-10-29;Gemcutter's Prism;Chaos Orb;0.99704;High
Delve;2018-10-30;Gemcutter's Prism;Chaos Orb;1;High
Delve;2018-10-31;Gemcutter's Prism;Chaos Orb;1;High
Delve;2018-11-01;Gemcutter's Prism;Chaos Orb;1;High
Delve;2018-11-02;Gemcutter's Prism;Chaos Orb;1;High
Delve;2018-11-03;Gemcutter's Prism;Chaos Orb;1;High
Delve;2018-11-04;Gemcutter's Prism;Chaos Orb;1;High
Delve;2018-11-05;Gemcutter's Prism;Chaos Orb;1.0474;High
Delve;2018-11-06;Gemcutter's Prism;Chaos Orb;1.01042;High
Delve;2018-11-07;Gemcutter's Prism;Chaos Orb;1.10393;High
Delve;2018-11-08;Gemcutter's Prism;Chaos Orb;1.1;High
Delve;2018-11-09;Gemcutter's Prism;Chaos Orb;1.17369;High
Delve;2018-11-10;Gemcutter's Prism;Chaos Orb;1.2;High
Delve;2018-11-11;Gemcutter's Prism;Chaos Orb;1.28444;High
Delve;2018-11-12;Gemcutter's Prism;Chaos Orb;1.3;High
Delve;2018-11-13;Gemcutter's Prism;Chaos Orb;1.31408;High
Delve;2018-11-14;Gemcutter's Prism;Chaos Orb;1.3453;High
Delve;2018-11-15;Gemcutter's Prism;Chaos Orb;1.39441;High
Delve;2018-11-16;Gemcutter's Prism;Chaos Orb;1.4;High
Delve;2018-11-17;Gemcutter's Prism;Chaos Orb;1.28584;High
Delve;2018-11-18;Gemcutter's Prism;Chaos Orb;1;High
Delve;2018-11-19;Gemcutter's Prism;Chaos Orb;1;High
Delve;2018-11-20;Gemcutter's Prism;Chaos Orb;1.25789;High
Delve;2018-11-21;Gemcutter's Prism;Chaos Orb;1.3827;High
Delve;2018-11-22;Gemcutter's Prism;Chaos Orb;1.25;High
Delve;2018-11-23;Gemcutter's Prism;Chaos Orb;1.25;High
Delve;2018-11-24;Gemcutter's Prism;Chaos Orb;1.25;High
Delve;2018-11-25;Gemcutter's Prism;Chaos Orb;1.20468;High
Delve;2018-11-26;Gemcutter's Prism;Chaos Orb;1.12221;High
Delve;2018-11-27;Gemcutter's Prism;Chaos Orb;1.08912;High
Delve;2018-11-28;Gemcutter's Prism;Chaos Orb;1;High
Delve;2018-11-29;Gemcutter's Prism;Chaos Orb;1.0698;High
Delve;2018-11-30;Gemcutter's Prism;Chaos Orb;1;High
Delve;2018-12-01;Gemcutter's Prism;Chaos Orb;1;High
Delve;2018-12-02;Gemcutter's Prism;Chaos Orb;1;High
Delve;2018-12-03;Gemcutter's Prism;Chaos Orb;1;High
Delve;2018-08-31;Vaal Orb;Chaos Orb;1;High
Delve;2018-09-01;Vaal Orb;Chaos Orb;0.33333;High
Delve;2018-09-02;Vaal Orb;Chaos Orb;0.375;High
Delve;2018-09-03;Vaal Orb;Chaos Orb;0.5;High
Delve;2018-09-04;Vaal Orb;Chaos Orb;0.52632;High
Delve;2018-09-05;Vaal Orb;Chaos Orb;0.56699;High
Delve;2018-09-06;Vaal Orb;Chaos Orb;0.71429;High
Delve;2018-09-07;Vaal Orb;Chaos Orb;0.71429;High
Delve;2018-09-08;Vaal Orb;Chaos Orb;0.71429;High
Delve;2018-09-09;Vaal Orb;Chaos Orb;0.71429;High
Delve;2018-09-10;Vaal Orb;Chaos Orb;0.76923;High
Delve;2018-09-11;Vaal Orb;Chaos Orb;0.83333;High
Delve;2018-09-12;Vaal Orb;Chaos Orb;0.90909;High
Delve;2018-09-13;Vaal Orb;Chaos Orb;0.90909;High
Delve;2018-09-14;Vaal Orb;Chaos Orb;0.99584;High
Delve;2018-09-15;Vaal Orb;Chaos Orb;0.98783;High
Delve;2018-09-16;Vaal Orb;Chaos Orb;0.98039;High
Delve;2018-09-17;Vaal Orb;Chaos Orb;0.99;High
Delve;2018-09-18;Vaal Orb;Chaos Orb;1;High
Delve;2018-09-19;Vaal Orb;Chaos Orb;1;High
Delve;2018-09-20;Vaal Orb;Chaos Orb;1.03762;High
Delve;2018-09-21;Vaal Orb;Chaos Orb;1.15789;High
Delve;2018-09-22;Vaal Orb;Chaos Orb;1.25;High
Delve;2018-09-23;Vaal Orb;Chaos Orb;1.23077;High
Delve;2018-09-24;Vaal Orb;Chaos Orb;1.23077;High
Delve;2018-09-25;Vaal Orb;Chaos Orb;1.2213;High
Delve;2018-09-26;Vaal Orb;Chaos Orb;1.23912;High
Delve;2018-09-27;Vaal Orb;Chaos Orb;1.23169;High
Delve;2018-09-28;Vaal Orb;Chaos Orb;1.24009;High
Delve;2018-09-29;Vaal Orb;Chaos Orb;1.24922;High
Delve;2018-09-30;Vaal Orb;Chaos Orb;1.28784;High
Delve;2018-10-01;Vaal Orb;Chaos Orb;1.22222;High
Delve;2018-10-02;Vaal Orb;Chaos Orb;1.23396;High
Delve;2018-10-03;Vaal Orb;Chaos Orb;1.25693;High
Delve;2018-10-04;Vaal Orb;Chaos Orb;1.25;High
Delve;2018-10-05;Vaal Orb;Chaos Orb;1.3;High
Delve;2018-10-06;Vaal Orb;Chaos Orb;1.30332;High
Delve;2018-10-07;Vaal Orb;Chaos Orb;1.4639;High
Delve;2018-10-08;Vaal Orb;Chaos Orb;1.4819;High
Delve;2018-10-09;Vaal Orb;Chaos Orb;1.5;High
Delve;2018-10-10;Vaal Orb;Chaos Orb;1.5;High
Delve;2018-10-11;Vaal Orb;Chaos Orb;1.46154;High
Delve;2018-10-12;Vaal Orb;Chaos Orb;1.49229;High
Delve;2018-10-13;Vaal Orb;Chaos Orb;1.46567;High
Delve;2018-10-14;Vaal Orb;Chaos Orb;1.46421;High
Delve;2018-10-15;Vaal Orb;Chaos Orb;1.5;High
Delve;2018-10-16;Vaal Orb;Chaos Orb;1.5;High
Delve;2018-10-17;Vaal Orb;Chaos Orb;1.54578;High
Delve;2018-10-18;Vaal Orb;Chaos Orb;1.55;High
Delve;2018-10-19;Vaal Orb;Chaos Orb;1.52175;High
Delve;2018-10-20;Vaal Orb;Chaos Orb;1.5;High
Delve;2018-10-21;Vaal Orb;Chaos Orb;1.5;High
Delve;2018-10-22;Vaal Orb;Chaos Orb;1.5;High
Delve;2018-10-23;Vaal Orb;Chaos Orb;1.5;High
Delve;2018-10-24;Vaal Orb;Chaos Orb;1.5;High
Delve;2018-10-25;Vaal Orb;Chaos Orb;1.5;High
Delve;2018-10-26;Vaal Orb;Chaos Orb;1.5;High
Delve;2018-10-27;Vaal Orb;Chaos Orb;1.59602;High
Delve;2018-10-28;Vaal Orb;Chaos Orb;1.6;High
Delve;2018-10-29;Vaal Orb;Chaos Orb;1.55859;High
Delve;2018-10-30;Vaal Orb;Chaos Orb;1.58;High
Delve;2018-10-31;Vaal Orb;Chaos Orb;1.58513;High
Delve;2018-11-01;Vaal Orb;Chaos Orb;1.6;High
Delve;2018-11-02;Vaal Orb;Chaos Orb;1.62456;High
Delve;2018-11-03;Vaal Orb;Chaos Orb;1.65;High
Delve;2018-11-04;Vaal Orb;Chaos Orb;1.65;High
Delve;2018-11-05;Vaal Orb;Chaos Orb;1.66667;High
Delve;2018-11-06;Vaal Orb;Chaos Orb;1.66667;High
Delve;2018-11-07;Vaal Orb;Chaos Orb;1.66667;High
Delve;2018-11-08;Vaal Orb;Chaos Orb;1.75671;High
Delve;2018-11-09;Vaal Orb;Chaos Orb;1.8;High
Delve;2018-11-10;Vaal Orb;Chaos Orb;1.66667;High
Delve;2018-11-11;Vaal Orb;Chaos Orb;1.66667;High
Delve;2018-11-12;Vaal Orb;Chaos Orb;1.8;High
Delve;2018-11-13;Vaal Orb;Chaos Orb;1.88181;High
Delve;2018-11-14;Vaal Orb;Chaos Orb;1.86014;High
Delve;2018-11-15;Vaal Orb;Chaos Orb;1.86265;High
Delve;2018-11-16;Vaal Orb;Chaos Orb;1.99341;High
Delve;2018-11-17;Vaal Orb;Chaos Orb;1.66667;High
Delve;2018-11-18;Vaal Orb;Chaos Orb;1.73876;High
Delve;2018-11-19;Vaal Orb;Chaos Orb;1.875;High
Delve;2018-11-20;Vaal Orb;Chaos Orb;1.66667;High
Delve;2018-11-21;Vaal Orb;Chaos Orb;1.66667;High
Delve;2018-11-22;Vaal Orb;Chaos Orb;1.66667;High
Delve;2018-11-23;Vaal Orb;Chaos Orb;1.66667;High
Delve;2018-11-24;Vaal Orb;Chaos Orb;1.66667;High
Delve;2018-11-25;Vaal Orb;Chaos Orb;1.7;High
Delve;2018-11-26;Vaal Orb;Chaos Orb;1.74103;High
Delve;2018-11-27;Vaal Orb;Chaos Orb;1.7794;High
Delve;2018-11-28;Vaal Orb;Chaos Orb;1.75;High
Delve;2018-11-29;Vaal Orb;Chaos Orb;1.66667;High
Delve;2018-11-30;Vaal Orb;Chaos Orb;1.67662;High
Delve;2018-12-01;Vaal Orb;Chaos Orb;1.66667;High
Delve;2018-12-02;Vaal Orb;Chaos Orb;1.66667;High
Delve;2018-12-03;Vaal Orb;Chaos Orb;1.61936;High
Delve;2018-08-31;Orb of Fusing;Chaos Orb;0.38646;High
Delve;2018-09-01;Orb of Fusing;Chaos Orb;0.22222;High
Delve;2018-09-02;Orb of Fusing;Chaos Orb;0.27778;High
Delve;2018-09-03;Orb of Fusing;Chaos Orb;0.38462;High
Delve;2018-09-04;Orb of Fusing;Chaos Orb;0.4;High
Delve;2018-09-05;Orb of Fusing;Chaos Orb;0.43478;High
Delve;2018-09-06;Orb of Fusing;Chaos Orb;0.47619;High
Delve;2018-09-07;Orb of Fusing;Chaos Orb;0.47619;High
Delve;2018-09-08;Orb of Fusing;Chaos Orb;0.47619;High
Delve;2018-09-09;Orb of Fusing;Chaos Orb;0.47619;High
Delve;2018-09-10;Orb of Fusing;Chaos Orb;0.47619;High
Delve;2018-09-11;Orb of Fusing;Chaos Orb;0.49521;High
Delve;2018-09-12;Orb of Fusing;Chaos Orb;0.50517;High
Delve;2018-09-13;Orb of Fusing;Chaos Orb;0.5102;High
Delve;2018-09-14;Orb of Fusing;Chaos Orb;0.5;High
Delve;2018-09-15;Orb of Fusing;Chaos Orb;0.4878;High
Delve;2018-09-16;Orb of Fusing;Chaos Orb;0.46622;High
Delve;2018-09-17;Orb of Fusing;Chaos Orb;0.45455;High
Delve;2018-09-18;Orb of Fusing;Chaos Orb;0.45455;High
Delve;2018-09-19;Orb of Fusing;Chaos Orb;0.43831;High
Delve;2018-09-20;Orb of Fusing;Chaos Orb;0.43478;High
Delve;2018-09-21;Orb of Fusing;Chaos Orb;0.43103;High
Delve;2018-09-22;Orb of Fusing;Chaos Orb;0.42553;High
Delve;2018-09-23;Orb of Fusing;Chaos Orb;0.41667;High
Delve;2018-09-24;Orb of Fusing;Chaos Orb;0.41096;High
Delve;2018-09-25;Orb of Fusing;Chaos Orb;0.40816;High
Delve;2018-09-26;Orb of Fusing;Chaos Orb;0.40692;High
Delve;2018-09-27;Orb of Fusing;Chaos Orb;0.40042;High
Delve;2018-09-28;Orb of Fusing;Chaos Orb;0.40279;High
Delve;2018-09-29;Orb of Fusing;Chaos Orb;0.40336;High
Delve;2018-09-30;Orb of Fusing;Chaos Orb;0.4065;High
Delve;2018-10-01;Orb of Fusing;Chaos Orb;0.4;High
Delve;2018-10-02;Orb of Fusing;Chaos Orb;0.4;High
Delve;2018-10-03;Orb of Fusing;Chaos Orb;0.39683;High
Delve;2018-10-04;Orb of Fusing;Chaos Orb;0.39063;High
Delve;2018-10-05;Orb of Fusing;Chaos Orb;0.38982;High
Delve;2018-10-06;Orb of Fusing;Chaos Orb;0.38803;High
Delve;2018-10-07;Orb of Fusing;Chaos Orb;0.38462;High
Delve;2018-10-08;Orb of Fusing;Chaos Orb;0.38462;High
Delve;2018-10-09;Orb of Fusing;Chaos Orb;0.37788;High
Delve;2018-10-10;Orb of Fusing;Chaos Orb;0.36833;High
Delve;2018-10-11;Orb of Fusing;Chaos Orb;0.36344;High
Delve;2018-10-12;Orb of Fusing;Chaos Orb;0.35609;High
Delve;2018-10-13;Orb of Fusing;Chaos Orb;0.35;High
Delve;2018-10-14;Orb of Fusing;Chaos Orb;0.33918;High
Delve;2018-10-15;Orb of Fusing;Chaos Orb;0.33766;High
Delve;2018-10-16;Orb of Fusing;Chaos Orb;0.33333;High
Delve;2018-10-17;Orb of Fusing;Chaos Orb;0.33333;High
Delve;2018-10-18;Orb of Fusing;Chaos Orb;0.33333;High
Delve;2018-10-19;Orb of Fusing;Chaos Orb;0.34101;High
Delve;2018-10-20;Orb of Fusing;Chaos Orb;0.33333;High
Delve;2018-10-21;Orb of Fusing;Chaos Orb;0.33333;High
Delve;2018-10-22;Orb of Fusing;Chaos Orb;0.33223;High
Delve;2018-10-23;Orb of Fusing;Chaos Orb;0.33223;High
Delve;2018-10-24;Orb of Fusing;Chaos Orb;0.33123;High
Delve;2018-10-25;Orb of Fusing;Chaos Orb;0.33287;High
Delve;2018-10-26;Orb of Fusing;Chaos Orb;0.33333;High
Delve;2018-10-27;Orb of Fusing;Chaos Orb;0.33333;High
Delve;2018-10-28;Orb of Fusing;Chaos Orb;0.33766;High
Delve;2018-10-29;Orb of Fusing;Chaos Orb;0.33333;High
Delve;2018-10-30;Orb of Fusing;Chaos Orb;0.33223;High
Delve;2018-10-31;Orb of Fusing;Chaos Orb;0.33223;High
Delve;2018-11-01;Orb of Fusing;Chaos Orb;0.33333;High
Delve;2018-11-02;Orb of Fusing;Chaos Orb;0.33333;High
Delve;2018-11-03;Orb of Fusing;Chaos Orb;0.33333;High
Delve;2018-11-04;Orb of Fusing;Chaos Orb;0.34205;High
Delve;2018-11-05;Orb of Fusing;Chaos Orb;0.34483;High
Delve;2018-11-06;Orb of Fusing;Chaos Orb;0.3582;High
Delve;2018-11-07;Orb of Fusing;Chaos Orb;0.38462;High
Delve;2018-11-08;Orb of Fusing;Chaos Orb;0.38462;High
Delve;2018-11-09;Orb of Fusing;Chaos Orb;0.38462;High
Delve;2018-11-10;Orb of Fusing;Chaos Orb;0.38462;High
Delve;2018-11-11;Orb of Fusing;Chaos Orb;0.38867;High
Delve;2018-11-12;Orb of Fusing;Chaos Orb;0.39216;High
Delve;2018-11-13;Orb of Fusing;Chaos Orb;0.39216;High
Delve;2018-11-14;Orb of Fusing;Chaos Orb;0.39604;High
Delve;2018-11-15;Orb of Fusing;Chaos Orb;0.39604;High
Delve;2018-11-16;Orb of Fusing;Chaos Orb;0.39678;High
Delve;2018-11-17;Orb of Fusing;Chaos Orb;0.39652;High
Delve;2018-11-18;Orb of Fusing;Chaos Orb;0.39861;High
Delve;2018-11-19;Orb of Fusing;Chaos Orb;0.4;High
Delve;2018-11-20;Orb of Fusing;Chaos Orb;0.39804;High
Delve;2018-11-21;Orb of Fusing;Chaos Orb;0.39796;High
Delve;2018-11-22;Orb of Fusing;Chaos Orb;0.39683;High
Delve;2018-11-23;Orb of Fusing;Chaos Orb;0.39672;High
Delve;2018-11-24;Orb of Fusing;Chaos Orb;0.39396;High
Delve;2018-11-25;Orb of Fusing;Chaos Orb;0.39182;High
Delve;2018-11-26;Orb of Fusing;Chaos Orb;0.39216;High
Delve;2018-11-27;Orb of Fusing;Chaos Orb;0.39683;High
Delve;2018-11-28;Orb of Fusing;Chaos Orb;0.40471;High
Delve;2018-11-29;Orb of Fusing;Chaos Orb;0.41408;High
Delve;2018-11-30;Orb of Fusing;Chaos Orb;0.41492;High
Delve;2018-12-01;Orb of Fusing;Chaos Orb;0.41341;High
Delve;2018-12-02;Orb of Fusing;Chaos Orb;0.41964;High
Delve;2018-12-03;Orb of Fusing;Chaos Orb;0.41667;High
Delve;2018-08-31;Orb of Alchemy;Chaos Orb;0.33333;High
Delve;2018-09-01;Orb of Alchemy;Chaos Orb;0.25;High
Delve;2018-09-02;Orb of Alchemy;Chaos Orb;0.32258;High
Delve;2018-09-03;Orb of Alchemy;Chaos Orb;0.43478;High
Delve;2018-09-04;Orb of Alchemy;Chaos Orb;0.47753;High
Delve;2018-09-05;Orb of Alchemy;Chaos Orb;0.5;High
Delve;2018-09-06;Orb of Alchemy;Chaos Orb;0.54944;High
Delve;2018-09-07;Orb of Alchemy;Chaos Orb;0.54054;High
Delve;2018-09-08;Orb of Alchemy;Chaos Orb;0.58012;High
Delve;2018-09-09;Orb of Alchemy;Chaos Orb;0.57971;High
Delve;2018-09-10;Orb of Alchemy;Chaos Orb;0.55556;High
Delve;2018-09-11;Orb of Alchemy;Chaos Orb;0.52632;High
Delve;2018-09-12;Orb of Alchemy;Chaos Orb;0.52632;High
Delve;2018-09-13;Orb of Alchemy;Chaos Orb;0.52632;High
Delve;2018-09-14;Orb of Alchemy;Chaos Orb;0.52632;High
Delve;2018-09-15;Orb of Alchemy;Chaos Orb;0.52632;High
Delve;2018-09-16;Orb of Alchemy;Chaos Orb;0.52632;High
Delve;2018-09-17;Orb of Alchemy;Chaos Orb;0.55556;High
Delve;2018-09-18;Orb of Alchemy;Chaos Orb;0.55556;High
Delve;2018-09-19;Orb of Alchemy;Chaos Orb;0.55556;High
Delve;2018-09-20;Orb of Alchemy;Chaos Orb;0.55925;High
Delve;2018-09-21;Orb of Alchemy;Chaos Orb;0.57143;High
Delve;2018-09-22;Orb of Alchemy;Chaos Orb;0.58115;High
Delve;2018-09-23;Orb of Alchemy;Chaos Orb;0.57143;High
Delve;2018-09-24;Orb of Alchemy;Chaos Orb;0.55556;High
Delve;2018-09-25;Orb of Alchemy;Chaos Orb;0.55556;High
Delve;2018-09-26;Orb of Alchemy;Chaos Orb;0.55556;High
Delve;2018-09-27;Orb of Alchemy;Chaos Orb;0.55556;High
Delve;2018-09-28;Orb of Alchemy;Chaos Orb;0.55556;High
Delve;2018-09-29;Orb of Alchemy;Chaos Orb;0.55556;High
Delve;2018-09-30;Orb of Alchemy;Chaos Orb;0.55556;High
Delve;2018-10-01;Orb of Alchemy;Chaos Orb;0.55556;High
Delve;2018-10-02;Orb of Alchemy;Chaos Orb;0.55556;High
Delve;2018-10-03;Orb of Alchemy;Chaos Orb;0.55556;High
Delve;2018-10-04;Orb of Alchemy;Chaos Orb;0.55556;High
